specification,retained_2024,countries_2024,china_india_share_2024,denominator_certain_2024,denominator_uncertain_2024,jaccard_vs_primary_q75_2024,overlap_with_primary_count_2024,spearman_deficit_score_vs_primary_2024,draw,w_demand,w_hazard,w_urban_form
dirichlet_0556,528,82,0.49242424242424243,98,430,0.3195991091314031,287,0.9493820354913004,556,0.000806082209829737,0.7647755259436341,0.23441839184653626
dirichlet_0557,698,85,0.37965616045845274,199,499,0.5022172949002217,453,0.948346172867081,557,0.3551213099126365,0.05484979345273349,0.5900288966346301
dirichlet_0558,691,74,0.361794500723589,254,437,0.40856844305120166,391,0.939529271490391,558,0.7004580856580558,0.07233388366372044,0.2272080306782238
dirichlet_0559,610,72,0.4721311475409836,155,455,0.4463470319634703,391,0.9717584253884378,559,0.3876214211366691,0.5613621178926435,0.05101646097068739
dirichlet_0560,729,95,0.3813443072702332,177,552,0.6191588785046729,530,0.9697263149565362,560,0.20357578187379938,0.2576611028458021,0.5387631152803984
dirichlet_0561,736,74,0.4008152173913043,255,481,0.4647739221871714,442,0.9541464273228909,561,0.6311915113355051,0.20449107345843184,0.16431741520606313
dirichlet_0562,714,72,0.4341736694677871,233,481,0.4492600422832981,425,0.9648791040925567,562,0.5951343140304088,0.3391686604764906,0.06569702549310055
dirichlet_0563,620,74,0.4612903225806452,162,458,0.4594285714285714,402,0.9722497606790113,563,0.39606859133603156,0.5454112710999385,0.05852013756403012
dirichlet_0564,715,73,0.4083916083916084,263,452,0.3477406679764244,354,0.9381380460855012,564,0.7833046135421308,0.07451738953419569,0.14217799692367347
dirichlet_0565,744,71,0.44489247311827956,288,456,0.29842446709916587,322,0.9349412753077391,565,0.8793537071571292,0.05576594861240461,0.0648803442304661
dirichlet_0566,531,80,0.4839924670433145,107,424,0.2857142857142857,264,0.9488780139762857,566,0.11780498534747773,0.8364279862308084,0.045767028421713866
dirichlet_0567,756,99,0.38095238095238093,176,580,0.49365750528541225,467,0.9695866192315165,567,0.05799968844560354,0.25378987378213164,0.6882104377722649
dirichlet_0568,702,75,0.35327635327635326,226,476,0.5602755453501722,488,0.956867487087411,568,0.5429246069827484,0.20271584818937408,0.2543595448278775
dirichlet_0569,753,98,0.3784860557768924,167,586,0.4718162839248434,452,0.9698823723027209,569,0.0019885237835048056,0.2778875139918256,0.7201239622246696
dirichlet_0570,758,98,0.37994722955145116,183,575,0.5231431646932185,486,0.9688449481800783,570,0.11052116772317502,0.2352590676414578,0.6542197646353671
dirichlet_0571,698,83,0.36103151862464183,209,489,0.5774155995343423,496,0.9555114376347448,571,0.38102639204863475,0.1344887333455981,0.48448487460576717
dirichlet_0572,712,72,0.4157303370786517,269,443,0.3317120622568093,341,0.934735597126192,572,0.8194366819556788,0.0460310628121353,0.13453225523218593
dirichlet_0573,625,73,0.4608,166,459,0.45847554038680316,403,0.9722992147700759,573,0.42748398201866783,0.5365242681837188,0.035991749797613486
dirichlet_0574,709,85,0.37376586741889983,192,517,0.8262032085561497,618,0.9712530792121391,574,0.331427996795885,0.312526325720685,0.3560456774834301
dirichlet_0575,681,70,0.44493392070484583,218,463,0.4703296703296703,428,0.9687121970095971,575,0.560595675550937,0.40043496659474886,0.03896935785431404
dirichlet_0576,705,85,0.3645390070921986,199,506,0.7574193548387097,587,0.9684573047469852,576,0.3822491445146428,0.2846008460634001,0.3331500094219571
dirichlet_0577,555,77,0.47387387387387386,122,433,0.3835616438356164,336,0.9631873517415462,577,0.1965997173564196,0.6642570650175987,0.1391432176259817
dirichlet_0578,726,88,0.39118457300275483,194,532,0.4421272158498436,424,0.9479505524515193,578,0.25334545421752735,0.005453380082636442,0.7412011656998362
dirichlet_0579,701,85,0.3651925820256776,193,508,0.7751633986928105,593,0.9681739072221038,579,0.36306144440578486,0.273133922287971,0.363804633306244
dirichlet_0580,652,77,0.4401840490797546,184,468,0.5509478672985783,465,0.9739254330606401,580,0.37461841404269886,0.4711043608698191,0.1542772250874821
dirichlet_0581,615,83,0.4504065040650406,140,475,0.49823321554770317,423,0.9705793595625027,581,0.19840264256396611,0.5446366672489279,0.25696069018710604
dirichlet_0582,736,98,0.38858695652173914,159,577,0.48665955176093917,456,0.9710432850571974,582,0.013809560219908654,0.3337079046242626,0.6524825351558287
dirichlet_0583,687,81,0.34497816593886466,206,481,0.6450428396572827,527,0.960082426776776,583,0.4444465714123768,0.20242757003727907,0.353125858550344
dirichlet_0584,723,87,0.3706777316735823,194,529,0.6727272727272727,555,0.966660765595545,584,0.29133130760582754,0.23066313493745572,0.4780055574567167
dirichlet_0585,754,95,0.3819628647214854,172,582,0.4166666666666667,415,0.9627919120582493,585,0.018154466866606326,0.11474025888194485,0.8671052742514488
dirichlet_0586,669,86,0.38266068759342303,162,507,0.6956521739130435,544,0.9744314053615359,586,0.21005046526614987,0.39285241633383244,0.3970971184000176
dirichlet_0587,705,73,0.3801418439716312,256,449,0.3997944501541624,389,0.9406474081075142,587,0.7116666390741442,0.08554615675436426,0.20278720417149165
dirichlet_0588,529,82,0.4820415879017013,110,419,0.3281075027995521,293,0.9547538050727593,588,0.1439069086842325,0.7615875685082267,0.09450552280754078
dirichlet_0589,734,88,0.3869209809264305,198,536,0.5559284116331096,497,0.9605372112115125,589,0.27003782885723204,0.1522352506451018,0.5777269204976662
dirichlet_0590,638,80,0.438871473354232,168,470,0.5546218487394958,462,0.9738923828767594,590,0.3123470276137358,0.4914703169426218,0.19618265544364255
dirichlet_0591,707,92,0.38048090523338046,166,541,0.6142011834319526,519,0.9732446668900643,591,0.14729668942904206,0.34694797462245963,0.5057553359484983
dirichlet_0592,699,80,0.35765379113018597,207,492,0.6761433868974042,547,0.9654292337720879,592,0.45153576843105053,0.2702263498015214,0.2782378817674281
dirichlet_0593,746,97,0.3873994638069705,177,569,0.4660397074190178,446,0.963876605483573,593,0.09842629872558212,0.1505910761811028,0.750982625093315
dirichlet_0594,701,82,0.3537803138373752,208,493,0.6520681265206812,536,0.9599714530590647,594,0.40779021057342224,0.188702906290914,0.4035068831356639
dirichlet_0595,523,81,0.47609942638623326,103,420,0.29527991218441274,269,0.9498221714322135,595,0.08692394888776785,0.8036592387073174,0.10941681240491483
dirichlet_0596,531,78,0.4971751412429379,113,418,0.32589285714285715,292,0.9551656467949564,596,0.1901059254334491,0.7802496574629524,0.029644417103598716
dirichlet_0597,561,78,0.4741532976827095,129,432,0.3983926521239954,347,0.9650924068757654,597,0.21576194441882335,0.6437929721181102,0.14044508346306647
dirichlet_0598,529,80,0.4725897920604915,104,425,0.2698072805139186,252,0.9452328375747171,598,0.07201211914359394,0.8668643362231286,0.06112354463327754
dirichlet_0599,757,98,0.38309114927344784,180,577,0.518796992481203,483,0.9693876508611347,599,0.08636522188469435,0.24658956338142124,0.6670452147338842
dirichlet_0600,608,69,0.47039473684210525,162,446,0.4342403628117914,383,0.9715323926371857,600,0.4352668548871008,0.5633271626996195,0.0014059824132797226
dirichlet_0601,549,77,0.4772313296903461,127,422,0.36271186440677966,321,0.9610438223284483,601,0.2258449139747753,0.7090628937931728,0.06509219223205186
dirichlet_0602,584,90,0.4606164383561644,118,466,0.4231651376146789,369,0.9626958244526364,602,0.08801149448558272,0.6221631048663595,0.28982540064805773
dirichlet_0603,682,80,0.3460410557184751,209,473,0.5846153846153846,494,0.9533933851011314,603,0.45971491087917554,0.13903507446160598,0.4012500146592185
dirichlet_0604,704,91,0.36363636363636365,173,531,0.6844059405940595,553,0.9728662078176195,604,0.21261850391646633,0.3225094794475096,0.464872016636024
dirichlet_0605,541,86,0.49168207024029575,99,442,0.33407572383073497,300,0.9516194785125754,605,0.00539485287586659,0.7360761445015593,0.25852900262257406
dirichlet_0606,724,77,0.4046961325966851,223,501,0.581901489117984,508,0.9676653322815673,606,0.49115736816744,0.3256489829093916,0.18319364892316836
dirichlet_0607,741,72,0.44804318488529016,258,483,0.37598425196850394,382,0.9583352981016452,607,0.6881194873492945,0.28243384656653564,0.0294466660841699
dirichlet_0608,698,83,0.3510028653295129,210,488,0.6035502958579881,510,0.9559706787388581,608,0.4174177452896883,0.15065638630046257,0.43192586840984903
dirichlet_0609,752,69,0.46143617021276595,294,458,0.27858439201451907,307,0.9339298348767318,609,0.9198312954913834,0.04932877871671258,0.03083992579190395
dirichlet_0610,678,77,0.4277286135693215,198,480,0.5650644783118406,482,0.9727414346201191,610,0.4377388983450487,0.42539210137607814,0.1368690002788732
dirichlet_0611,674,79,0.34124629080118696,231,443,0.4772475027746948,430,0.9385393449875516,611,0.5737236881559802,0.034197167608927624,0.39207914423509227
dirichlet_0612,752,96,0.37898936170212766,182,570,0.42323232323232324,419,0.960425084795124,612,0.08711991524418755,0.09599948801035943,0.8168805967454531
dirichlet_0613,743,71,0.4347240915208614,277,466,0.3333333333333333,350,0.9421971426907115,613,0.800428264115831,0.12030030211576105,0.07927143376840794
dirichlet_0614,676,79,0.41863905325443784,192,484,0.5983213429256595,499,0.9732288382853359,614,0.4099994882131633,0.4180997684480257,0.17190074333881106
dirichlet_0615,534,83,0.4756554307116105,111,423,0.33970753655793023,302,0.956297037385313,615,0.1368504383086809,0.7355894422889807,0.12756011940233844
dirichlet_0616,634,80,0.444794952681388,166,468,0.5206124852767963,442,0.9733520226688206,616,0.3353371560222538,0.5124565697484386,0.1522062742293076
dirichlet_0617,629,94,0.40540540540540543,135,494,0.5419664268585132,452,0.9698311494142996,617,0.049975266010703165,0.47721232913379397,0.4728124048555029
dirichlet_0618,710,71,0.3901408450704225,251,459,0.3948979591836735,387,0.9448039372488868,618,0.7107617672414992,0.12713842037294912,0.16209981238555152
dirichlet_0619,751,73,0.43142476697736354,280,471,0.3473684210526316,363,0.9470398888806858,619,0.7654711972708249,0.1659040342651848,0.06862476846399021
dirichlet_0620,650,76,0.3415384615384615,240,410,0.4191096634093377,386,0.9342425589596769,620,0.6831191479058251,0.019550773416314594,0.29733007867786027
dirichlet_0621,709,71,0.41889985895627646,273,436,0.3185328185328185,330,0.9332375191550297,621,0.8382680818201611,0.03358864650455012,0.12814327167528894
dirichlet_0622,527,80,0.4686907020872865,104,423,0.2676659528907923,250,0.9441640194773138,622,0.09015035329517539,0.8970033489284449,0.012846297776379693
dirichlet_0623,621,73,0.4573268921095008,171,450,0.4539249146757679,399,0.972156996516121,623,0.46401923002040846,0.5229569771860685,0.013023792793522986
dirichlet_0624,684,82,0.347953216374269,216,468,0.5360824742268041,468,0.9485361828263705,624,0.4515354578215701,0.09029950628378258,0.45816503589464724
dirichlet_0625,653,86,0.3905053598774885,160,493,0.6816431322207959,531,0.9747011520317977,625,0.2587398382448779,0.4298774114541273,0.3113827503009947
dirichlet_0626,680,80,0.4147058823529412,191,489,0.6147342995169082,509,0.9741796987879544,626,0.35947483921050216,0.4275528731437832,0.2129722876457146
dirichlet_0627,710,85,0.35492957746478876,204,506,0.6876543209876543,557,0.963876079948323,627,0.36545243619083473,0.2183375987983547,0.41620996501081053
dirichlet_0628,578,81,0.4740484429065744,133,445,0.4146620847651776,362,0.9662716592079278,628,0.2031074734125436,0.6204039828537092,0.17648854373374723
dirichlet_0629,708,76,0.3573446327683616,236,472,0.5116279069767442,462,0.9504913574987864,629,0.6014877344968796,0.15470921138207516,0.24380305412104528
dirichlet_0630,659,83,0.3945371775417299,170,489,0.6871794871794872,536,0.9746756995366337,630,0.2952495739327752,0.4160082996371701,0.28874212643005476
dirichlet_0631,581,71,0.4784853700516351,151,430,0.4213547646383467,367,0.9695331759929023,631,0.3431241308024588,0.6090874366890763,0.04778843250846484
dirichlet_0632,590,80,0.4610169491525424,148,442,0.4416184971098266,382,0.9695395267956862,632,0.2638679192596728,0.5880515723392085,0.14808050840111872
dirichlet_0633,760,98,0.37763157894736843,173,587,0.4745057232049948,456,0.9691666829699465,633,0.03792636891265678,0.2459626575361807,0.7161109735511624
dirichlet_0634,688,83,0.35319767441860467,211,477,0.562137049941928,484,0.952213313405882,634,0.41545073264574023,0.11340405712737756,0.47114521022688216
dirichlet_0635,669,74,0.3692077727952167,255,414,0.38125,366,0.9315113997621589,635,0.7446583993627703,0.004435178857203117,0.2509064217800266
dirichlet_0636,580,72,0.4810344827586207,150,430,0.4251152073732719,369,0.9697165218414948,636,0.338217057224077,0.604371710362269,0.057411232413653895
dirichlet_0637,613,89,0.4029363784665579,135,478,0.5835411471321695,468,0.9717809564842034,637,0.15184298599134124,0.49526483422462264,0.35289217978403603
dirichlet_0638,717,85,0.36401673640167365,203,514,0.6376638855780691,535,0.9624986022991507,638,0.3185304050076368,0.18828257751071598,0.4931870174816473
dirichlet_0639,702,77,0.36324786324786323,251,451,0.4305263157894737,409,0.9433633407546459,639,0.6717059858763476,0.1029055707769498,0.22538844334670258
dirichlet_0640,733,98,0.3888130968622101,159,574,0.49141630901287553,458,0.9711669815436181,640,0.019571041476658762,0.33535062754831874,0.6450783309750225
dirichlet_0641,573,94,0.4223385689354276,114,459,0.47305389221556887,395,0.9640776006274338,641,0.05195749397592754,0.5846884598901106,0.36335404613396166
dirichlet_0642,718,76,0.4220055710306407,218,500,0.5484234234234234,487,0.9692142063994412,642,0.5033351420132898,0.36562938519860694,0.13103547278810326
dirichlet_0643,601,74,0.46589018302828616,153,448,0.46449359720605354,399,0.971908859716825,643,0.3506686640883155,0.5563261322868759,0.09300520362480871
dirichlet_0644,749,89,0.39118825100133514,200,549,0.4753410283315845,453,0.9519442392371328,644,0.24995208975485644,0.05006190531003095,0.6999860049351125
dirichlet_0645,647,86,0.3941267387944359,157,490,0.6569250317662008,517,0.9745690282904911,645,0.25127510486584326,0.443351095667904,0.3053737994662529
dirichlet_0646,687,84,0.3697234352256186,185,502,0.7319587628865979,568,0.9733904213777845,646,0.34762561296110384,0.3721986063298533,0.2801757807090428
dirichlet_0647,582,72,0.47766323024054985,150,432,0.43071593533487296,373,0.9699315407235822,647,0.33667033610968355,0.5996480479194676,0.06368161597084902
dirichlet_0648,534,78,0.4943820224719101,115,419,0.3352017937219731,299,0.955786822969678,648,0.19671718330797244,0.7742945175016096,0.028988299190417975
dirichlet_0649,703,85,0.36984352773826457,189,514,0.7777777777777778,595,0.9715813390383284,649,0.35457050112407823,0.3282531807384123,0.3171763181375095
dirichlet_0650,743,94,0.38492597577388965,185,558,0.43884892086330934,427,0.9589233197746252,650,0.12230924408431773,0.08611678955745705,0.7915739663582252
dirichlet_0651,528,79,0.4981060606060606,113,415,0.3195991091314031,287,0.9541811357854986,651,0.18140721979651425,0.7906924926043134,0.027900287599172548
dirichlet_0652,712,72,0.39185393258426965,249,463,0.4055441478439425,395,0.9465355540174929,652,0.6902067217177431,0.13972476521354774,0.17006851306870924
dirichlet_0653,728,75,0.38186813186813184,244,484,0.49245689655172414,457,0.955055037223406,653,0.5999996803997203,0.20333519192795874,0.196665127672321
dirichlet_0654,557,90,0.4254937163375224,107,450,0.44351961950059454,373,0.9613228470956489,654,0.006982487898879011,0.6034829755195209,0.3895345365816001
dirichlet_0655,735,94,0.3904761904761905,192,543,0.4089068825910931,404,0.9518121378910686,655,0.15241415039829045,0.0025700785739263335,0.8450157710277831
dirichlet_0656,749,96,0.37783711615487314,183,566,0.5183585313174947,480,0.9672280613050077,656,0.12276683571673919,0.20747609021476354,0.6697570740684973
dirichlet_0657,718,76,0.36629526462395545,243,475,0.49782135076252726,457,0.9515662501185054,657,0.6060732397597136,0.1673527912216682,0.22657396901861812
dirichlet_0658,704,81,0.35511363636363635,209,495,0.629940119760479,526,0.9578593655599146,658,0.4050058891780471,0.16570581938288698,0.429288291439066
dirichlet_0659,704,74,0.35795454545454547,229,475,0.5292134831460674,471,0.9540309402672222,659,0.5737485663341754,0.18279810111095868,0.24345333255486584
dirichlet_0660,708,80,0.4067796610169492,208,500,0.625,525,0.9715670465813497,660,0.4278448688591916,0.36919595392204374,0.20295917721876458
dirichlet_0661,760,96,0.38026315789473686,178,582,0.4548254620123203,443,0.9657472469171636,661,0.04439117174947392,0.17286737250832118,0.7827414557422049
dirichlet_0662,750,74,0.43333333333333335,271,479,0.36867704280155644,379,0.9504619295138692,662,0.7251402939321289,0.19385120108159107,0.08100850498628025
dirichlet_0663,526,80,0.4695817490494297,102,424,0.26119402985074625,245,0.9423485850788145,663,0.0358333525680688,0.8919112185868142,0.07225542884511704
dirichlet_0664,713,71,0.3955119214586255,259,454,0.3866396761133603,382,0.9415059429301473,664,0.7287652148876812,0.09773073546994399,0.17350404964237465
dirichlet_0665,652,91,0.4003067484662577,141,511,0.5828295042321644,482,0.9722259131037545,665,0.08869702887974348,0.4306374012001561,0.4806655699201004
dirichlet_0666,640,80,0.440625,169,471,0.5477326968973747,459,0.9739145684930929,666,0.3201070062442667,0.49056707141053524,0.18932592234519813
dirichlet_0667,741,90,0.3940620782726046,202,539,0.5064655172413793,470,0.9540535741749484,667,0.2759205655027369,0.08364841807108998,0.640431016426173
dirichlet_0668,680,80,0.3397058823529412,212,468,0.567409144196952,484,0.9513404938409923,668,0.4689592755364625,0.12216336289328356,0.40887736157025395
dirichlet_0669,518,79,0.4749034749034749,98,420,0.2883771929824561,263,0.9475537893148804,669,0.052133170545199274,0.8183283534812607,0.12953847597354015
dirichlet_0670,728,72,0.4258241758241758,276,452,0.3317307692307692,345,0.9386431098047221,670,0.8112299733064154,0.08465456515679344,0.10411546153679098
dirichlet_0671,763,74,0.45609436435124506,275,488,0.3370998116760829,358,0.9513179435308976,671,0.7616802905940809,0.21626441738875238,0.02205529201716675
dirichlet_0672,765,98,0.3803921568627451,177,588,0.4674922600619195,453,0.9673173037858055,672,0.043087920411476736,0.20353336980516853,0.7533787097833547
dirichlet_0673,721,94,0.3800277392510402,172,549,0.5712656784492588,501,0.9724446265807889,673,0.1198378807616151,0.32401383651635024,0.5561482827220346
dirichlet_0674,750,89,0.39066666666666666,201,549,0.47639034627492133,454,0.951946991556879,674,0.2515267655676072,0.05077429643519685,0.697698937997196
dirichlet_0675,758,98,0.3839050131926121,178,580,0.49261603375527424,467,0.9686542923101034,675,0.06484861505789277,0.2316204846176496,0.7035309003244575
dirichlet_0676,719,78,0.37830319888734354,214,505,0.6093567251461989,521,0.9649660677909864,676,0.4891054783410448,0.2809967744278254,0.22989774723112988
dirichlet_0677,556,79,0.47302158273381295,119,437,0.37528344671201813,331,0.9615720291673239,677,0.15853777195703578,0.6706392702831091,0.17082295775985523
dirichlet_0678,746,91,0.3873994638069705,199,547,0.5366922234392114,490,0.960720024800645,678,0.23625609167385003,0.14443943778976467,0.6193044705363853
dirichlet_0679,716,69,0.44692737430167595,241,475,0.4067622950819672,397,0.9632891751464643,679,0.6391708227362115,0.3371006979900438,0.023728479273744642
dirichlet_0680,741,70,0.44534412955465585,251,490,0.3869047619047619,390,0.9598976567888587,680,0.6700519182913697,0.2973171058802665,0.03263097582836384
dirichlet_0681,548,78,0.4762773722627737,126,422,0.3600451467268623,319,0.9601871391518796,681,0.2184303441876154,0.7186159313638426,0.06295372444854201
dirichlet_0682,720,72,0.42083333333333334,271,449,0.3355965082444229,346,0.9381342460855452,682,0.806176950820421,0.0785099753192525,0.11531307386032666
dirichlet_0683,587,91,0.43270868824531517,123,464,0.4987951807228916,414,0.9678521098286343,683,0.1295882282465398,0.5626670416497118,0.3077447301037485
dirichlet_0684,536,87,0.48880597014925375,104,432,0.3389450056116723,302,0.9538538687828513,684,0.0675037967077014,0.7352772892812176,0.19721891401108094
dirichlet_0685,565,80,0.4743362831858407,129,436,0.3965714285714286,347,0.96469800036127,685,0.19834370824921027,0.6424974041139516,0.15915888763683803
dirichlet_0686,711,84,0.3558368495077356,210,501,0.6521739130434783,540,0.9607811407572722,686,0.3788235985481184,0.18788749485245348,0.43328890659942804
dirichlet_0687,720,76,0.37222222222222223,246,474,0.4838362068965517,449,0.9510402602395321,687,0.6216688646304797,0.16687085600948753,0.21146027936003273
dirichlet_0688,550,75,0.49454545454545457,128,422,0.3623024830699774,321,0.9621164708901018,688,0.26982391477297607,0.712093841923457,0.01808224330356684
dirichlet_0689,730,94,0.37945205479452054,177,553,0.6203271028037384,531,0.9700775837241956,689,0.20071767373988317,0.2632812182558048,0.536001108004312
dirichlet_0690,746,70,0.4584450402144772,253,493,0.36345966958211856,374,0.9588175427839666,690,0.6947785044296853,0.2928113983039043,0.012410097266410524
dirichlet_0691,667,80,0.41379310344827586,183,484,0.6386138613861386,516,0.9745493115543669,691,0.3237646943881966,0.4271597635004898,0.24907554211131355
dirichlet_0692,623,84,0.4012841091492777,148,475,0.610062893081761,485,0.9736888327586448,692,0.21976046676957686,0.4744476204673383,0.3057919127630847
dirichlet_0693,644,83,0.42857142857142855,155,489,0.5808019441069259,478,0.9738096203841039,693,0.2525918662335371,0.4833429667585343,0.2640651670079286
dirichlet_0694,598,82,0.45484949832775917,147,451,0.4712778429073857,402,0.9707823882201579,694,0.2588469370128016,0.5626938012008328,0.17845926178636565
dirichlet_0695,622,90,0.39228295819935693,136,486,0.6007509386733417,480,0.9720404202189891,695,0.12688625052595878,0.4720180827631678,0.4010956667108733
dirichlet_0696,708,90,0.365819209039548,176,532,0.6769041769041769,551,0.9719728208919826,696,0.2214871326930896,0.3016796922314625,0.47683317507544787
dirichlet_0697,534,77,0.49250936329588013,114,420,0.3382022471910112,301,0.9564984496234541,697,0.19021493059092925,0.7600620374300638,0.049723031979006946
dirichlet_0698,567,77,0.47795414462081126,136,431,0.4052812858783008,353,0.9663662391329552,698,0.2447235728500441,0.6353189791189128,0.11995744803104312
dirichlet_0699,690,76,0.3463768115942029,220,470,0.5681024447031432,488,0.9549989643597296,699,0.5292718076464146,0.1776645812425495,0.29306361111103607
dirichlet_0700,570,86,0.47017543859649125,121,449,0.38175675675675674,339,0.9605896356638864,700,0.11580780449091203,0.6649096681581457,0.21928252735094225
dirichlet_0701,580,92,0.41724137931034483,118,462,0.5012135922330098,413,0.9664660387600903,701,0.08288762615114331,0.5625984023374303,0.35451397151142655
dirichlet_0702,697,84,0.36585365853658536,209,488,0.5599078341013825,486,0.9533385332734311,702,0.3797431713408415,0.11263381798860407,0.5076230106705545
dirichlet_0703,740,91,0.3878378378378378,196,544,0.5574136008918618,500,0.962665453016788,703,0.23378911252696216,0.16657834455745263,0.5996325429155853
dirichlet_0704,738,95,0.3875338753387534,191,547,0.40766902119071646,404,0.9547909569602143,704,0.12411585806296108,0.02979564153555867,0.8460885004014802
dirichlet_0705,712,71,0.4002808988764045,253,459,0.392675483214649,386,0.9459605322553563,705,0.7107962587000463,0.13926611036229042,0.1499376309376633
dirichlet_0706,537,87,0.4897579143389199,102,435,0.34308211473565803,305,0.9539296201472645,706,0.05614534301377549,0.7286646437391662,0.21519001324705833
dirichlet_0707,710,73,0.3788732394366197,254,456,0.4136504653567735,400,0.944150430469319,707,0.6918164847303808,0.11566120045880292,0.19252231481081625
dirichlet_0708,755,73,0.4304635761589404,280,475,0.34861509073543456,365,0.9466343034357935,708,0.7635693811504074,0.16073797380981406,0.0756926450397784
dirichlet_0709,584,79,0.4606164383561644,147,437,0.4413472706155633,380,0.9695449634522095,709,0.27188068635852713,0.5904921786960712,0.1376271349454017
dirichlet_0710,705,85,0.3645390070921986,197,508,0.7711313394018205,593,0.9690598506326739,710,0.376959102107298,0.2917923018727838,0.33124859601991824
dirichlet_0711,686,85,0.3673469387755102,182,504,0.7647831800262812,582,0.9731745735898688,711,0.33695838309306997,0.3597666631190786,0.3032749537878515
dirichlet_0712,681,69,0.447870778267254,216,465,0.4356223175965665,406,0.9682726120512427,712,0.5822490803734066,0.40741625816339694,0.010334661463196466
dirichlet_0713,577,72,0.47660311958405543,149,428,0.4151376146788991,362,0.9694413913822996,713,0.3560322265305809,0.6134638459095773,0.03050392755984191
dirichlet_0714,746,93,0.3847184986595174,196,550,0.49893162393162394,467,0.9621186152043791,714,0.1665291303659213,0.14205365671726644,0.6914172129168124
dirichlet_0715,535,85,0.491588785046729,100,435,0.3244444444444444,292,0.9509102579985069,715,0.03129658138026546,0.7584327541988878,0.21027066442084688
dirichlet_0716,751,96,0.3794940079893475,186,565,0.5172413793103449,480,0.96618327898826,716,0.13027535040045896,0.19187117272792895,0.6778534768716122
dirichlet_0717,549,79,0.47176684881602915,122,427,0.3720136518771331,327,0.9619177220752372,717,0.18652371224469289,0.6783822360120102,0.135094051743297
dirichlet_0718,683,80,0.3484626647144949,209,474,0.5876777251184834,496,0.9543735072309109,718,0.4516147498680949,0.14598541061275877,0.40239983951914626
dirichlet_0719,750,91,0.384,199,551,0.47175732217573224,451,0.958180961355936,719,0.18153417291113705,0.09683956746759345,0.7216262596212696
dirichlet_0720,690,82,0.3521739130434783,210,480,0.5997624703087886,505,0.9552023286641704,720,0.4384840832363278,0.14989237663506513,0.41162354012860713
dirichlet_0721,606,85,0.4158415841584158,136,470,0.572851805728518,460,0.9719624199083723,721,0.17718460926546023,0.5044630279710098,0.31835236276352985
dirichlet_0722,554,86,0.48014440433212996,111,443,0.36990950226244346,327,0.9581967592547818,722,0.0647740075535009,0.6742289967328398,0.26099699571365936
dirichlet_0723,608,77,0.4605263157894737,158,450,0.47264260768335276,406,0.9723732838660362,723,0.347911727565066,0.5434993871001451,0.10858888533478885
dirichlet_0724,684,84,0.36403508771929827,206,478,0.5067415730337078,451,0.9464296113616314,724,0.3976224795792161,0.05198011229469558,0.5503974081260883
dirichlet_0725,577,91,0.41594454072790293,117,460,0.5030450669914738,413,0.9664426497437324,725,0.07688154064542964,0.5599242174026676,0.3631942419519027
dirichlet_0726,667,75,0.3538230884557721,245,422,0.4236559139784946,394,0.937260088990764,726,0.678420033385503,0.04648698723176156,0.2750929793827354
dirichlet_0727,753,95,0.38247011952191234,185,568,0.5359477124183006,492,0.9678000911158867,727,0.1392878873630796,0.21869853070366205,0.6420135819332583
dirichlet_0728,732,88,0.3866120218579235,198,534,0.5433333333333333,489,0.9596824564577943,728,0.2645622501372008,0.14104269011707568,0.5943950597457235
dirichlet_0729,744,74,0.41801075268817206,268,476,0.37893700787401574,385,0.9479684614623461,729,0.7225871275338271,0.16427589494364442,0.1131369775225285
dirichlet_0730,517,77,0.4758220502901354,100,417,0.2816593886462882,258,0.9466668714898027,730,0.06121846254424815,0.8372228666653017,0.10155867079045018
dirichlet_0731,732,95,0.3743169398907104,175,557,0.5519553072625698,494,0.9713235077001018,731,0.11080834436170188,0.2904340800894899,0.5987575755488083
dirichlet_0732,705,75,0.36028368794326243,226,479,0.5709342560553633,495,0.9580153259647365,732,0.5304522185353329,0.2109015757234745,0.2586462057411928
dirichlet_0733,761,73,0.46386333771353483,276,485,0.3352165725047081,356,0.9536511240720684,733,0.7524469770779396,0.24343838306335855,0.0041146398587019115
dirichlet_0734,659,71,0.44461305007587254,199,460,0.458980044345898,414,0.970235406614347,734,0.5449615209451988,0.4407365768891652,0.014301902165636187
dirichlet_0735,592,76,0.46452702702702703,150,442,0.4711425206124853,400,0.9717289667781671,735,0.31401737611513897,0.5560557787477436,0.12992684513711755
dirichlet_0736,702,86,0.36324786324786323,191,511,0.7558139534883721,585,0.968220315109214,736,0.33934288342669405,0.2657476474612031,0.39490946911210295
dirichlet_0737,731,87,0.3857729138166895,204,527,0.5560538116591929,496,0.9577610758601371,737,0.3077187008730111,0.13375337374388607,0.5585279253831029
dirichlet_0738,722,95,0.3698060941828255,176,546,0.5778032036613272,505,0.9715793736282974,738,0.13822276606680606,0.29303614688725615,0.5687410870459378
dirichlet_0739,736,69,0.46467391304347827,290,446,0.2686703096539162,295,0.9315220005715689,739,0.9432994628087913,0.02538667678539786,0.03131386040581098
dirichlet_0740,576,93,0.4166666666666667,118,458,0.49454545454545457,408,0.9656745380120847,740,0.055013506192603145,0.5613097002439675,0.3836767935634292
dirichlet_0741,670,79,0.3447761194029851,229,441,0.47117516629711753,425,0.9365019103101987,741,0.5799325066739729,0.017259286151165766,0.4028082071748613
